img,individual,entry,rot,F,PixAcc
./results/DESIGNATE/R_0.26050220844530764_0.8620844336293138.png,"(0.26050220844530764, 0.8620844336293138)",2605,310,"(0.1891066573226713, 18.45739598043838)",0
./results/DESIGNATE/R_0.15871846569630219_0.8636824773554335.png,"(0.15871846569630219, 0.8636824773554335)",1587,310,"(0.33835312121944067, 16.28507856599063)",0
./results/DESIGNATE/R_0.20801466412324465_0.8674007864521016.png,"(0.20801466412324465, 0.8674007864521016)",2080,312,"(0.0009468767383266255, 14.043027729130502)",0
./results/DESIGNATE/R_0.20801370248962442_0.7820931746431934.png,"(0.20801370248962442, 0.7820931746431934)",2080,281,"(0.07093991826779011, 25.634552171734576)",0
./results/DESIGNATE/R_0.31853720699083987_0.8620601127929854.png,"(0.31853720699083987, 0.8620601127929854)",3185,310,"(0.23372086001652398, 15.76585463358682)",0
./results/DESIGNATE/R_0.2108623108171039_0.9607057088609904.png,"(0.2108623108171039, 0.9607057088609904)",2108,345,"(0.3999129655979359, 13.794536802696957)",0
./results/DESIGNATE/R_0.17807003025563647_0.9464683140180729.png,"(0.17807003025563647, 0.9464683140180729)",1780,340,"(0.07823265554567212, 26.121427686381004)",0
./results/DESIGNATE/R_0.1791638713132681_0.9999906265552873.png,"(0.1791638713132681, 0.9999906265552873)",1791,359,"(0.23539830945494494, 23.72571267125603)",0
./results/DESIGNATE/R_0.20801364601750066_0.7531662044311793.png,"(0.20801364601750066, 0.7531662044311793)",2080,271,"(0.02487446285441499, 21.75643056755799)",0
./results/DESIGNATE/R_0.17795448589629445_0.8601555225362956.png,"(0.17795448589629445, 0.8601555225362956)",1779,309,"(0.24030129245701748, 14.697862254194629)",0
./results/DESIGNATE/R_0.2079990178971646_0.8620844336293138.png,"(0.2079990178971646, 0.8620844336293138)",2079,310,"(0.21727651200729262, 12.472028775090195)",0
./results/DESIGNATE/R_0.17807003025563647_0.8655326134365574.png,"(0.17807003025563647, 0.8655326134365574)",1780,311,"(0.07651848506428777, 18.786314383223544)",0
./results/DESIGNATE/R_0.21079959471791318_0.8857788459558436.png,"(0.21079959471791318, 0.8857788459558436)",2107,318,"(0.18758383772288564, 21.442861652884247)",0
./results/DESIGNATE/R_0.20857573133359944_0.8601312016999672.png,"(0.20857573133359944, 0.8601312016999672)",2085,309,"(0.22564925472353123, 19.13785464015368)",0
./results/DESIGNATE/R_0.20784270790672432_0.8619735363819462.png,"(0.20784270790672432, 0.8619735363819462)",2078,310,"(0.21857050213081342, 21.794223654788276)",0
./results/DESIGNATE/R_0.17633112887817387_0.944029117339494.png,"(0.17633112887817387, 0.944029117339494)",1763,339,"(0.22166286951476644, 23.920833105019845)",0
./results/DESIGNATE/R_0.17750896304528171_0.8674007864521016.png,"(0.17750896304528171, 0.8674007864521016)",1775,312,"(0.22131030494291692, 21.654453760666613)",0
./results/DESIGNATE/R_0.21079959471791318_0.85758686691806.png,"(0.21079959471791318, 0.85758686691806)",2107,308,"(0.16404688712743007, 12.388317549497849)",0
./results/DESIGNATE/R_0.31635151744888823_0.8674007864521016.png,"(0.31635151744888823, 0.8674007864521016)",3163,312,"(0.24836217997493854, 12.728201097578427)",0
./results/DESIGNATE/R_0.21097058930081325_0.9439253653899893.png,"(0.21097058930081325, 0.9439253653899893)",2109,339,"(0.18494111987733783, 26.03058633483235)",0
./results/DESIGNATE/R_0.12122896383697418_0.827711563013369.png,"(0.12122896383697418, 0.827711563013369)",1212,297,"(0.06711976460647925, 22.079325748254632)",0
./results/DESIGNATE/R_0.20801370248962442_0.8641509083792585.png,"(0.20801370248962442, 0.8641509083792585)",2080,311,"(0.009569398105088663, 16.305474907103196)",0
./results/DESIGNATE/R_0.2649580518347654_0.8674007864521016.png,"(0.2649580518347654, 0.8674007864521016)",2649,312,"(0.10398411836324947, 17.616138982741)",0
./results/DESIGNATE/R_0.20867277669565273_0.935887970401305.png,"(0.20867277669565273, 0.935887970401305)",2086,336,"(0.212966920249594, 14.397625027224883)",0
./results/DESIGNATE/R_0.20724004157128226_0.8620844336293138.png,"(0.20724004157128226, 0.8620844336293138)",2072,310,"(0.2131207367890225, 26.454803031064177)",0
./results/DESIGNATE/R_0.29793008240280255_0.9777356364115558.png,"(0.29793008240280255, 0.9777356364115558)",2979,351,"(0.2310864629201094, 26.550771367646377)",0
./results/DESIGNATE/R_0.1424011556231819_0.8736730330239227.png,"(0.1424011556231819, 0.8736730330239227)",1424,314,"(0.18934217626555047, 14.726755042896777)",0
./results/DESIGNATE/R_0.20801347061091452_0.9607057088609904.png,"(0.20801347061091452, 0.9607057088609904)",2080,345,"(0.01588525366600767, 23.19672476877229)",0
./results/DESIGNATE/R_0.17807003025563647_0.8874047646856843.png,"(0.17807003025563647, 0.8874047646856843)",1780,319,"(0.0785025602709007, 16.652432386503918)",0
./results/DESIGNATE/R_0.2767705218522662_0.7834791775378536.png,"(0.2767705218522662, 0.7834791775378536)",2767,282,"(0.18022508844951043, 22.17843449428458)",0
./results/DESIGNATE/R_0.2572311837049258_0.8620844336293138.png,"(0.2572311837049258, 0.8620844336293138)",2572,310,"(0.21898252484575312, 29.25863545051984)",0
./results/DESIGNATE/R_0.20806196587506526_0.8345224287204771.png,"(0.20806196587506526, 0.8345224287204771)",2080,300,"(0.01861222779368078, 22.42822380122559)",0
./results/DESIGNATE/R_0.1877394327447652_0.8601312016999672.png,"(0.1877394327447652, 0.8601312016999672)",1877,309,"(0.22363620985120952, 16.31691316065951)",0
./results/DESIGNATE/R_0.20801466412324465_0.8655500383855043.png,"(0.20801466412324465, 0.8655500383855043)",2080,311,"(0.012536482607338879, 15.525073896991122)",0
./results/DESIGNATE/R_0.21646206224738923_0.8601042542704219.png,"(0.21646206224738923, 0.8601042542704219)",2164,309,"(0.2328760817171039, 13.035447348242192)",0
./results/DESIGNATE/R_0.17807003025563647_0.9886409683050664.png,"(0.17807003025563647, 0.9886409683050664)",1780,355,"(0.0792270942965929, 14.474184473142753)",0
./results/DESIGNATE/R_0.17807003025563647_0.8621113810588591.png,"(0.17807003025563647, 0.8621113810588591)",1780,310,"(0.07820280348697631, 27.298551551029387)",0
./results/DESIGNATE/R_0.2523771416089178_0.8674007864521016.png,"(0.2523771416089178, 0.8674007864521016)",2523,312,"(0.21713576036730295, 24.940336970709446)",0
./results/DESIGNATE/R_0.17658345963170072_0.9677298513432538.png,"(0.17658345963170072, 0.9677298513432538)",1765,348,"(0.1510830965909108, 15.20946052709064)",0
./results/DESIGNATE/R_0.20806314161188308_0.9607057088609904.png,"(0.20806314161188308, 0.9607057088609904)",2080,345,"(0.01587824996462761, 21.63653987088682)",0
./results/DESIGNATE/R_0.2041577482044051_0.8636824773554335.png,"(0.2041577482044051, 0.8636824773554335)",2041,310,"(0.2250434226163269, 20.3421494841146)",0
./results/DESIGNATE/R_0.2080146076511209_0.833107400402965.png,"(0.2080146076511209, 0.833107400402965)",2080,299,"(0.027813260939023594, 25.58547414827849)",0
./results/DESIGNATE/R_0.21079959471791318_0.8217159970063966.png,"(0.21079959471791318, 0.8217159970063966)",2107,295,"(0.18020389312929458, 26.06255784393022)",0
./results/DESIGNATE/R_0.20950027311356015_0.7916169029758358.png,"(0.20950027311356015, 0.7916169029758358)",2095,284,"(0.19465575893762777, 23.325442469074048)",0
./results/DESIGNATE/R_0.22602873214140898_0.8674007864521016.png,"(0.22602873214140898, 0.8674007864521016)",2260,312,"(0.2284601692734395, 19.14280134579677)",0
./results/DESIGNATE/R_0.17807003025563647_0.8636112599817747.png,"(0.17807003025563647, 0.8636112599817747)",1780,310,"(0.07651472139476262, 21.314016151511563)",0
./results/DESIGNATE/R_0.2080146076511209_0.8560074110405889.png,"(0.2080146076511209, 0.8560074110405889)",2080,308,"(0.00762844271711065, 26.55513250550473)",0
./results/DESIGNATE/R_0.21079959471791318_0.8621556510029726.png,"(0.21079959471791318, 0.8621556510029726)",2107,310,"(0.16574677987056405, 16.152026465668428)",0
./results/DESIGNATE/R_0.20840705079242333_0.9413440047821444.png,"(0.20840705079242333, 0.9413440047821444)",2084,338,"(0.22387563359377188, 28.584644779403746)",0
./results/DESIGNATE/R_0.17807003025563647_0.871888566268938.png,"(0.17807003025563647, 0.871888566268938)",1780,313,"(0.07740098975130756, 25.84011746875477)",0
./results/DESIGNATE/R_0.19979739391347107_0.8674007864521016.png,"(0.19979739391347107, 0.8674007864521016)",1997,312,"(0.09531355385043783, 13.7591738108332)",0
./results/DESIGNATE/R_0.1970754949005686_0.8933468624562421.png,"(0.1970754949005686, 0.8933468624562421)",1970,321,"(0.3278251607600001, 20.170752939344837)",0
./results/DESIGNATE/R_0.20351725398050904_0.8674007864521016.png,"(0.20351725398050904, 0.8674007864521016)",2035,312,"(0.18447990867918374, 26.812138491438482)",0
./results/DESIGNATE/R_0.17538574133903645_0.9627433861014221.png,"(0.17538574133903645, 0.9627433861014221)",1753,346,"(0.29545897079385186, 24.20610260538548)",0
./results/DESIGNATE/R_0.2080146076511209_0.7870115364090354.png,"(0.2080146076511209, 0.7870115364090354)",2080,283,"(0.03287894278269171, 15.398239591894367)",0
./results/DESIGNATE/R_0.34272466840261717_0.8601312016999672.png,"(0.34272466840261717, 0.8601312016999672)",3427,309,"(0.16479017838256896, 18.926465953833755)",0
./results/DESIGNATE/R_0.2804372461828475_0.8620844336293138.png,"(0.2804372461828475, 0.8620844336293138)",2804,310,"(0.23137133737280016, 23.8554276659705)",0
./results/DESIGNATE/R_0.2121687324793244_0.9869711302992898.png,"(0.2121687324793244, 0.9869711302992898)",2121,355,"(0.28121110443351466, 20.25226987000999)",0
./results/DESIGNATE/R_0.1825674403983721_0.9028513388585182.png,"(0.1825674403983721, 0.9028513388585182)",1825,325,"(0.3501844010806984, 28.893562534000143)",0
./results/DESIGNATE/R_0.20806173399635536_0.860046372814144.png,"(0.20806173399635536, 0.860046372814144)",2080,309,"(0.015523411967083553, 13.167757897304236)",0
./results/DESIGNATE/R_0.3176431121420684_0.8674007864521016.png,"(0.3176431121420684, 0.8674007864521016)",3176,312,"(0.20039269530508214, 26.34006350644638)",0
./results/DESIGNATE/R_0.2078867488837644_0.8637860407585976.png,"(0.2078867488837644, 0.8637860407585976)",2078,310,"(0.22116431491589217, 18.339447606141313)",0
./results/DESIGNATE/R_0.2745399910649138_0.8620844336293138.png,"(0.2745399910649138, 0.8620844336293138)",2745,310,"(0.2097466026902957, 17.482906837733697)",0
./results/DESIGNATE/R_0.17735802257290853_0.8634419762869873.png,"(0.17735802257290853, 0.8634419762869873)",1773,310,"(0.22139066341784477, 22.00343596426645)",0
./results/DESIGNATE/R_0.17746896086987637_0.8601312016999672.png,"(0.17746896086987637, 0.8601312016999672)",1774,309,"(0.20090897182114578, 26.16832129832882)",0
./results/DESIGNATE/R_0.2080146076511209_0.8931054759084177.png,"(0.2080146076511209, 0.8931054759084177)",2080,321,"(0.008157830841002094, 21.35702707049108)",0
./results/DESIGNATE/R_0.17819698386149646_0.8241926243298854.png,"(0.17819698386149646, 0.8241926243298854)",1781,296,"(0.2693328531986271, 21.53188808455215)",0
./results/DESIGNATE/R_0.15012290871157966_0.8676412875205478.png,"(0.15012290871157966, 0.8676412875205478)",1501,312,"(0.21866929212505173, 18.63020754981898)",0
./results/DESIGNATE/R_0.2080146076511209_0.7955214303394943.png,"(0.2080146076511209, 0.7955214303394943)",2080,286,"(0.026726514298662928, 20.7286539087597)",0
./results/DESIGNATE/R_0.20801347061091452_0.967922415548981.png,"(0.20801347061091452, 0.967922415548981)",2080,348,"(0.009778106991537338, 28.543880064682995)",0
./results/DESIGNATE/R_0.17706784477448928_0.8620844336293138.png,"(0.17706784477448928, 0.8620844336293138)",1770,310,"(0.24401909450804327, 18.495322271070428)",0
./results/DESIGNATE/R_0.2588191320297955_0.8420569947863693.png,"(0.2588191320297955, 0.8420569947863693)",2588,303,"(0.36082023964509236, 19.271576909047493)",0
./results/DESIGNATE/R_0.22984022685150635_0.8620844336293138.png,"(0.22984022685150635, 0.8620844336293138)",2298,310,"(0.2767721727343161, 27.333654274612122)",0
./results/DESIGNATE/R_0.17308165347695137_0.8692624371586853.png,"(0.17308165347695137, 0.8692624371586853)",1730,312,"(0.091935727818461, 25.815886790702116)",0
./results/DESIGNATE/R_0.1846725091633436_0.8620844336293138.png,"(0.1846725091633436, 0.8620844336293138)",1846,310,"(0.22233156789416958, 19.14687943389245)",0
./results/DESIGNATE/R_0.2616434056910327_0.8559654796677769.png,"(0.2616434056910327, 0.8559654796677769)",2616,308,"(0.44054363417676007, 15.066986503297025)",0
./results/DESIGNATE/R_0.17412123789698963_0.8674007864521016.png,"(0.17412123789698963, 0.8674007864521016)",1741,312,"(0.23589743075467676, 17.083720906935888)",0
./results/DESIGNATE/R_0.2446182783363224_0.9044375318260232.png,"(0.2446182783363224, 0.9044375318260232)",2446,325,"(0.22552880330878153, 16.98832923912019)",0
./results/DESIGNATE/R_0.17807282312888306_0.9869711302992898.png,"(0.17807282312888306, 0.9869711302992898)",1780,355,"(0.07888697999081319, 17.42381337414081)",0
./results/DESIGNATE/R_0.1778577980267295_0.9517460733342038.png,"(0.1778577980267295, 0.9517460733342038)",1778,342,"(0.2196887250506231, 14.398559247214571)",0
./results/DESIGNATE/R_0.20801466412324465_0.8676268631386226.png,"(0.20801466412324465, 0.8676268631386226)",2080,312,"(0.0021696701957851726, 19.51492762190128)",0
./results/DESIGNATE/R_0.20801347061091452_0.9605069253055832.png,"(0.20801347061091452, 0.9605069253055832)",2080,345,"(0.007326254076513433, 24.637123792953446)",0
./results/DESIGNATE/R_0.17326142576962675_0.9869711302992898.png,"(0.17326142576962675, 0.9869711302992898)",1732,355,"(0.2235094232296655, 15.553664119475352)",0
./results/DESIGNATE/R_0.22630227322296567_0.8620844336293138.png,"(0.22630227322296567, 0.8620844336293138)",2263,310,"(0.2132496476333534, 21.112328515976138)",0
./results/DESIGNATE/R_0.20801462491777492_0.8372999224612063.png,"(0.20801462491777492, 0.8372999224612063)",2080,301,"(0.009767727065568697, 12.995286006506651)",0
./results/DESIGNATE/R_0.20688688410420908_0.8635113048393442.png,"(0.20688688410420908, 0.8635113048393442)",2068,310,"(0.2145543768916576, 23.060926087336334)",0
./results/DESIGNATE/R_0.22740358709325365_0.944029117339494.png,"(0.22740358709325365, 0.944029117339494)",2274,339,"(0.22276022744588536, 23.437197269263386)",0
./results/DESIGNATE/R_0.20801350981638425_0.9505236473653462.png,"(0.20801350981638425, 0.9505236473653462)",2080,342,"(0.001006819857967964, 16.559640244963266)",0
./results/DESIGNATE/R_0.18203136940255327_0.9452505847652539.png,"(0.18203136940255327, 0.9452505847652539)",1820,340,"(0.200893680356155, 27.972643073825353)",0
./results/DESIGNATE/R_0.17799520838298494_0.8636824773554335.png,"(0.17799520838298494, 0.8636824773554335)",1779,310,"(0.24100127455390613, 15.604536635949206)",0
./results/DESIGNATE/R_0.20801466412324465_0.7706064296413847.png,"(0.20801466412324465, 0.7706064296413847)",2080,277,"(0.02653440925228505, 21.106083964443233)",0
./results/DESIGNATE/R_0.1771426666471408_0.8620844336293138.png,"(0.1771426666471408, 0.8620844336293138)",1771,310,"(0.30184355469665647, 13.322612177687471)",0
./results/DESIGNATE/R_0.038990742578451254_0.8674007864521016.png,"(0.038990742578451254, 0.8674007864521016)",389,312,"(0.20619517558021377, 17.345331424456468)",0
./results/DESIGNATE/R_0.17619059990730843_0.8608703199315728.png,"(0.17619059990730843, 0.8608703199315728)",1761,309,"(0.16107394566344607, 20.772121268300708)",0
./results/DESIGNATE/R_0.24076988493944584_0.8674481442250414.png,"(0.24076988493944584, 0.8674481442250414)",2407,312,"(0.2049595106643853, 22.47954757649331)",0
./results/DESIGNATE/R_0.20806305152850746_0.9607057088609904.png,"(0.20806305152850746, 0.9607057088609904)",2080,345,"(0.015287642589489475, 15.515283782998008)",0
./results/DESIGNATE/R_0.1789288925663362_0.8909035799570516.png,"(0.1789288925663362, 0.8909035799570516)",1789,320,"(0.33092712992179946, 25.290892111977286)",0
./results/DESIGNATE/R_0.17250633070200688_0.8620844336293138.png,"(0.17250633070200688, 0.8620844336293138)",1725,310,"(0.21569765339697003, 16.828813434850073)",0
./results/DESIGNATE/R_0.1928474497645638_0.9210660781907231.png,"(0.1928474497645638, 0.9210660781907231)",1928,331,"(0.22702765470916106, 16.664707247890046)",0
./results/DESIGNATE/R_0.21104845409821638_0.8620370758563739.png,"(0.21104845409821638, 0.8620370758563739)",2110,310,"(0.20716772528368035, 12.825265661436902)",0
./results/DESIGNATE/R_0.20801238495747232_0.8620844336293138.png,"(0.20801238495747232, 0.8620844336293138)",2080,310,"(0.0010031639833231712, 16.17858841377292)",0
./results/DESIGNATE/R_0.30023197111084066_0.8620844336293138.png,"(0.30023197111084066, 0.8620844336293138)",3002,310,"(0.2581599159418836, 19.872467063192307)",0
./results/DESIGNATE/R_0.06097582535859783_0.9505236473653462.png,"(0.06097582535859783, 0.9505236473653462)",609,342,"(0.22587446766591396, 28.479232953097156)",0
./results/DESIGNATE/R_0.17706784477448928_0.9627016843039837.png,"(0.17706784477448928, 0.9627016843039837)",1770,346,"(0.24528190161230837, 22.605344726169903)",0
./results/DESIGNATE/R_0.20801470136514094_0.8774698335547513.png,"(0.20801470136514094, 0.8774698335547513)",2080,315,"(0.004374471731825211, 17.91553984700106)",0
./results/DESIGNATE/R_0.17694705448003462_0.8620844336293138.png,"(0.17694705448003462, 0.8620844336293138)",1769,310,"(0.1840739942626504, 17.297196770240376)",0
./results/DESIGNATE/R_0.17808062550251258_0.9869711302992898.png,"(0.17808062550251258, 0.9869711302992898)",1780,355,"(0.07890233637172255, 29.32301146978825)",0
./results/DESIGNATE/R_0.20801238495747232_0.8835638494107935.png,"(0.20801238495747232, 0.8835638494107935)",2080,318,"(0.02158794376138699, 29.51479341317694)",0
./results/DESIGNATE/R_0.2072736268879539_0.8269293008095553.png,"(0.2072736268879539, 0.8269293008095553)",2072,297,"(0.21712325003091212, 16.168925366859476)",0
./results/DESIGNATE/R_0.20801229124345227_0.8620844336293138.png,"(0.20801229124345227, 0.8620844336293138)",2080,310,"(0.0010032135794330915, 16.38291241851973)",0
./results/DESIGNATE/R_0.27072842548702214_0.9627016843039837.png,"(0.27072842548702214, 0.9627016843039837)",2707,346,"(0.2740834492970229, 27.824470508707826)",0
./results/DESIGNATE/R_0.17780882553765628_0.8620844336293138.png,"(0.17780882553765628, 0.8620844336293138)",1778,310,"(0.13715569624186244, 18.67366774280267)",0
./results/DESIGNATE/R_0.20327762576530245_0.8670263400550798.png,"(0.20327762576530245, 0.8670263400550798)",2032,312,"(0.22763676868015484, 22.867693230564235)",0
./results/DESIGNATE/R_0.20810182078029407_0.8620844336293138.png,"(0.20810182078029407, 0.8620844336293138)",2081,310,"(0.21667412858081614, 27.155783456512232)",0
./results/DESIGNATE/R_0.2231956619185006_0.8672835664812656.png,"(0.2231956619185006, 0.8672835664812656)",2231,312,"(0.21836586872696545, 15.970218909263572)",0
./results/DESIGNATE/R_0.20801238495747232_0.8823593225226027.png,"(0.20801238495747232, 0.8823593225226027)",2080,317,"(0.0023898540986084333, 16.1500283254369)",0
./results/DESIGNATE/R_0.12613535965747194_0.832931200204118.png,"(0.12613535965747194, 0.832931200204118)",1261,299,"(0.20353485447358965, 28.60573827378341)",0
./results/DESIGNATE/R_0.2117963731862112_0.8620844336293138.png,"(0.2117963731862112, 0.8620844336293138)",2117,310,"(0.23097213742919828, 13.112351295448407)",0
./results/DESIGNATE/R_0.21152024953111093_0.8622016536001497.png,"(0.21152024953111093, 0.8622016536001497)",2115,310,"(0.21024203201641142, 12.627759558581111)",0
./results/DESIGNATE/R_0.2173966484612847_0.8620844336293138.png,"(0.2173966484612847, 0.8620844336293138)",2173,310,"(0.22634017561784187, 16.79272761431736)",0
./results/DESIGNATE/R_0.20801238495747232_0.9501787231438965.png,"(0.20801238495747232, 0.9501787231438965)",2080,342,"(0.000990646644597261, 19.046147376045724)",0
./results/DESIGNATE/R_0.20822108584518784_0.8674260644454882.png,"(0.20822108584518784, 0.8674260644454882)",2082,312,"(0.2321826632835181, 24.609914497639245)",0
./results/DESIGNATE/R_0.04203912319392758_0.8839087731192672.png,"(0.04203912319392758, 0.8839087731192672)",420,318,"(0.21406210254230804, 14.155455218909996)",0
./results/DESIGNATE/R_0.17706784477448928_0.862059155635927.png,"(0.17706784477448928, 0.862059155635927)",1770,310,"(0.2440197733190965, 15.930656776190354)",0
./results/DESIGNATE/R_0.20507320958926578_0.9497478645341434.png,"(0.20507320958926578, 0.9497478645341434)",2050,341,"(0.21405315806620634, 13.760043971675167)",0
./results/DESIGNATE/R_0.20084448856065445_0.9505236473653462.png,"(0.20084448856065445, 0.9505236473653462)",2008,342,"(0.21927250887100114, 19.977152755119057)",0
./results/DESIGNATE/R_0.21916954688303364_0.8601678749390789.png,"(0.21916954688303364, 0.8601678749390789)",2191,309,"(0.22419050009597355, 29.31212112454935)",0
./results/DESIGNATE/R_0.1935654046581158_0.9499347216460138.png,"(0.1935654046581158, 0.9499347216460138)",1935,341,"(0.3304968062001489, 26.282226861272328)",0
./results/DESIGNATE/R_0.17706784477448928_0.9594301435427735.png,"(0.17706784477448928, 0.9594301435427735)",1770,345,"(0.24528128809378658, 12.972806866697464)",0
./results/DESIGNATE/R_0.20801238495747232_0.862899054890096.png,"(0.20801238495747232, 0.862899054890096)",2080,310,"(0.003340237336824126, 26.608078579337082)",0
./results/DESIGNATE/R_0.07753746772651804_0.8359353585577552.png,"(0.07753746772651804, 0.8359353585577552)",775,300,"(0.2468144096845665, 21.48974245496983)",0
./results/DESIGNATE/R_0.06814613269062557_0.9577044997186756.png,"(0.06814613269062557, 0.9577044997186756)",681,344,"(0.23408112395196012, 25.769339274662563)",0
./results/DESIGNATE/R_0.17807003025563647_0.8620477603902021.png,"(0.17807003025563647, 0.8620477603902021)",1780,310,"(0.07769364610955987, 25.76004645032897)",0
./results/DESIGNATE/R_0.20801836077105731_0.9231310365245783.png,"(0.20801836077105731, 0.9231310365245783)",2080,332,"(0.0010149485378206176, 28.771224963671802)",0
./results/DESIGNATE/R_0.18792826465808965_0.8706721939849823.png,"(0.18792826465808965, 0.8706721939849823)",1879,313,"(0.3108918720069542, 22.88867702845002)",0
./results/DESIGNATE/R_0.20801238495747232_0.8827492281500112.png,"(0.20801238495747232, 0.8827492281500112)",2080,317,"(0.0010737175500999097, 26.35562111332016)",0
./results/DESIGNATE/R_0.0959000435017123_0.8941695129566198.png,"(0.0959000435017123, 0.8941695129566198)",959,321,"(0.345541395168493, 28.753911987175684)",0
./results/DESIGNATE/R_0.13495251803746616_0.9627016843039837.png,"(0.13495251803746616, 0.9627016843039837)",1349,346,"(0.19382467092558708, 18.333913383528834)",0
./results/DESIGNATE/R_0.20801464699898103_0.9126050496436083.png,"(0.20801464699898103, 0.9126050496436083)",2080,328,"(0.0009805203294548307, 18.665195675881233)",0
./results/DESIGNATE/R_0.2013670180058218_0.8637764375249408.png,"(0.2013670180058218, 0.8637764375249408)",2013,310,"(0.22986224823221013, 14.281631541915003)",0
./results/DESIGNATE/R_0.17706784477448928_0.9327925528017097.png,"(0.17706784477448928, 0.9327925528017097)",1770,335,"(0.24772728538315902, 23.29147555485569)",0
./results/DESIGNATE/R_0.1398788571696935_0.7914218526990314.png,"(0.1398788571696935, 0.7914218526990314)",1398,284,"(0.23388163594241845, 23.0166898263238)",0
./results/DESIGNATE/R_0.13975509627235_0.8620844336293138.png,"(0.13975509627235, 0.8620844336293138)",1397,310,"(0.31123397948901044, 15.0877759530476)",0
./results/DESIGNATE/R_0.20801240208173594_0.9453410171935757.png,"(0.20801240208173594, 0.9453410171935757)",2080,340,"(0.0010530496317335003, 14.772347270692828)",0
./results/DESIGNATE/R_0.20801347061091452_0.9330933121925988.png,"(0.20801347061091452, 0.9330933121925988)",2080,335,"(0.001021264689423615, 27.206263682279904)",0
./results/DESIGNATE/R_0.14962153561557207_0.9627016843039837.png,"(0.14962153561557207, 0.9627016843039837)",1496,346,"(0.222516561039259, 20.632461798361817)",0
./results/DESIGNATE/R_0.11745801690159333_0.9505236473653462.png,"(0.11745801690159333, 0.9505236473653462)",1174,342,"(0.22013938400114075, 15.449945164401072)",0
./results/DESIGNATE/R_0.06097582535859783_0.8574749988147438.png,"(0.06097582535859783, 0.8574749988147438)",609,308,"(0.22837775823167233, 14.167473281349345)",0
./results/DESIGNATE/R_0.26662182514027266_0.8254770509216695.png,"(0.26662182514027266, 0.8254770509216695)",2666,297,"(0.23450370753840766, 27.93453753776943)",0
./results/DESIGNATE/R_0.17738510190164075_0.8620844336293138.png,"(0.17738510190164075, 0.8620844336293138)",1773,310,"(0.22299558599617664, 27.262343060070876)",0
./results/DESIGNATE/R_0.024885972066843315_0.9403802977982738.png,"(0.024885972066843315, 0.9403802977982738)",248,338,"(0.1950205185581418, 25.903890929297816)",0
./results/DESIGNATE/R_0.20801230036413756_0.8674007864521016.png,"(0.20801230036413756, 0.8674007864521016)",2080,312,"(0.0009469387087273799, 12.122866254419305)",0
./results/DESIGNATE/R_0.17807003025563647_0.9531798068526721.png,"(0.17807003025563647, 0.9531798068526721)",1780,343,"(0.07766025281826427, 21.110847100807696)",0
./results/DESIGNATE/R_0.20769738987182956_0.9126050496436083.png,"(0.20769738987182956, 0.9126050496436083)",2076,328,"(0.22382981878787023, 13.357142013355983)",0
./results/DESIGNATE/R_0.17703796873888683_0.9629012367697878.png,"(0.17703796873888683, 0.9629012367697878)",1770,346,"(0.24528416217812735, 20.54958578416596)",0
./results/DESIGNATE/R_0.14052050822860415_0.8620844336293138.png,"(0.14052050822860415, 0.8620844336293138)",1405,310,"(0.2206325973774402, 13.334854595248524)",0
./results/DESIGNATE/R_0.20801347061091452_0.9572996401822974.png,"(0.20801347061091452, 0.9572996401822974)",2080,344,"(0.001019683609102018, 14.404519080409246)",0
./results/DESIGNATE/R_0.20801238495747232_0.9887932422531163.png,"(0.20801238495747232, 0.9887932422531163)",2080,355,"(0.001128569694742957, 18.531872192852607)",0
./results/DESIGNATE/R_0.20801235630934958_0.8661191891391756.png,"(0.20801235630934958, 0.8661191891391756)",2080,311,"(0.0015751314941545998, 23.807777192694353)",0
./results/DESIGNATE/R_0.23308257161904047_0.9126050496436083.png,"(0.23308257161904047, 0.9126050496436083)",2330,328,"(0.1861037722002055, 27.083158694507823)",0
./results/DESIGNATE/R_0.20708148300872806_0.9847445524869891.png,"(0.20708148300872806, 0.9847445524869891)",2070,354,"(0.24160809637537065, 20.646532132757958)",0
./results/DESIGNATE/R_0.17706784477448928_0.9880635271336066.png,"(0.17706784477448928, 0.9880635271336066)",1770,355,"(0.24579859696886153, 20.99922853756586)",0
./results/DESIGNATE/R_0.12779755825617228_0.9505236473653462.png,"(0.12779755825617228, 0.9505236473653462)",1277,342,"(0.352395059046602, 21.201128838502285)",0
./results/DESIGNATE/R_0.39905927796334756_0.9126050496436083.png,"(0.39905927796334756, 0.9126050496436083)",3990,328,"(0.20533487184829652, 22.31200295398215)",0
./results/DESIGNATE/R_0.2080146927713674_0.9898509060112913.png,"(0.2080146927713674, 0.9898509060112913)",2080,356,"(0.002965227511615813, 13.286833395937737)",0
./results/DESIGNATE/R_0.062283595673885014_0.9505236473653462.png,"(0.062283595673885014, 0.9505236473653462)",622,342,"(0.23631998449138453, 15.24408042693452)",0
./results/DESIGNATE/R_0.17799874672323354_0.8620844336293138.png,"(0.17799874672323354, 0.8620844336293138)",1779,310,"(0.24088751886700357, 27.01553363140181)",0
./results/DESIGNATE/R_0.20801238495747232_0.8626667565684256.png,"(0.20801238495747232, 0.8626667565684256)",2080,310,"(0.002287260432741776, 19.48728024299838)",0
